Query,Answer,Label
Are admissions open?,Classes are held from 9 AM to 5 PM.,2
Is there an entrance exam?,"Yes, online classes are available.",6
What are the hostel facilities like?,Classes are held from 9 AM to 5 PM.,6
What documents are required?,"Yes, online classes are available.",4
Can I change my course after admission?,Candidates must have completed 12th grade.,2
What is the duration of the course?,The hostel has single and shared accommodations.,2
Where can I find the syllabus?,"12th grade mark sheet, ID proof, and photos are required.",0
Are there any part-time job opportunities?,Classes are held from 9 AM to 5 PM.,1
Is there an entrance exam?,The syllabus is available on the official website.,4
What is the average fee for the course?,The average fee is $5000 per year.,4
When does the course start?,"Yes, admissions are open from 01/01/2024.",3
Is there an entrance exam?,"Courses include Data Structures, Algorithms, etc.",3
When does the course start?,There are 5 classes per week for each subject.,3
What is the average fee for the course?,"12th grade mark sheet, ID proof, and photos are required.",5
What are the hostel facilities like?,The average fee is $5000 per year.,3
Is there a student council?,The last date to apply is 15/05/2024.,1
Can I change my course after admission?,"Yes, online classes are available.",5
Are there any part-time job opportunities?,"Yes, the institute provides transport facilities.",6
Are there any part-time job opportunities?,Classes are held from 9 AM to 5 PM.,3
What documents are required?,The course starts on 01/08/2024.,4
Are there any fee concessions available?,Candidates must have completed 12th grade.,6
What courses are offered in BSCS?,"Yes, there is an active student council.",2
What documents are required?,"Yes, there are part-time job opportunities available.",4
Can I change my course after admission?,The hostel has single and shared accommodations.,0
Is there an entrance exam?,The course starts on 01/08/2024.,5
What are the class timings?,"Yes, there is an active student council.",1
What are the class timings?,"Yes, scholarships and fee concessions are offered.",6
How many classes are there each week?,The course starts on 01/08/2024.,0
How can I contact the admissions office?,Candidates must have completed 12th grade.,0
Is there transport available for students?,The course duration is 4 years.,0
Is there a student council?,The course duration is 4 years.,2
How many classes are there each week?,The syllabus is available on the official website.,2
What courses are offered in BSCS?,"Yes, online classes are available.",1
Is there transport available for students?,"No, course changes are not allowed after admission.",1
Is there an entrance exam?,"Courses include Data Structures, Algorithms, etc.",2
What is the average fee for the course?,The hostel has single and shared accommodations.,0
Where can I find the syllabus?,There are 5 classes per week for each subject.,1
What are the hostel facilities like?,There are 5 classes per week for each subject.,2
What are the hostel facilities like?,The course starts on 01/08/2024.,6
Are there any part-time job opportunities?,There are 5 classes per week for each subject.,0
What documents are required?,"Yes, the institute provides transport facilities.",2
Are there any part-time job opportunities?,"Courses include Data Structures, Algorithms, etc.",0
What are the class timings?,The syllabus is available on the official website.,0
Are there any part-time job opportunities?,The last date to apply is 15/05/2024.,0
Can I change my course after admission?,"Yes, there is an active student council.",3
When does the course start?,"Yes, scholarships and fee concessions are offered.",3
How can I contact the admissions office?,"Courses include Data Structures, Algorithms, etc.",3
What are the eligibility criteria?,"Yes, online classes are available.",1
Where can I find the syllabus?,"Yes, there is an entrance exam on 30/05/2024.",5
What are the class timings?,The average fee is $5000 per year.,6
How can I contact the admissions office?,"Courses include Data Structures, Algorithms, etc.",1
What are the class timings?,"Yes, scholarships and fee concessions are offered.",1
Are online classes available?,"Yes, admissions are open from 01/01/2024.",2
What is the last date to apply?,"Yes, there are part-time job opportunities available.",5
What is the last date to apply?,"Courses include Data Structures, Algorithms, etc.",4
What documents are required?,"Yes, online classes are available.",0
Are there any fee concessions available?,The course duration is 4 years.,3
Are there any part-time job opportunities?,"Yes, online classes are available.",4
What is the average fee for the course?,"12th grade mark sheet, ID proof, and photos are required.",6
What courses are offered in BSCS?,"Yes, scholarships and fee concessions are offered.",2
What documents are required?,The hostel has single and shared accommodations.,1
What is the duration of the course?,"Courses include Data Structures, Algorithms, etc.",1
